0.000334978103638	3877.87919694	4556.41935834
0.00125908851624	562.698662215	-647.569852569
0.00184893608093	316.425148013	-623.043835219
0.00242710113525	104.354045056	-596.049566444
0.00306916236877	-705.274657242	-1222.48526961
0.0036780834198	-706.609612163	-1034.56765054
0.00425815582275	-744.378258742	-951.16089475
0.00484013557434	-720.211184133	-776.405080636
0.00542211532593	-566.205445353	-580.445146473
0.00600600242615	-563.217005544	-449.448206554
0.00659513473511	-553.256598086	-332.719017525
0.00717496871948	-876.944773872	-359.611901265
0.00775504112244	-774.216274605	-237.104923745
0.00835013389587	-210.279654365	-129.6898116
0.00893902778625	-230.083277685	362.945725749
0.00951600074768	430.670341524	347.892931362
0.0100989341736	265.081317612	864.760405484
0.0106821060181	614.815828812	721.60428234
0.0112709999084	380.843235225	593.664039735
0.0118510723114	438.435397805	1336.61753589
0.0124289989471	210.245747445	1030.23257925
0.0130851268768	258.863259573	760.512357018
0.0136759281158	42.5119878799	2534.44557578
0.014258146286	-50.0968757216	1847.43088369
0.0148389339447	-217.164985135	1947.49129391
0.015417098999	-319.761107092	1258.13530978
0.0160000324249	-432.665239513	661.744838115
0.0165801048279	-396.00526186	555.87556437
0.0171580314636	-486.852712178	25.2758826514
0.0177471637726	-552.624841888	-422.686894063
0.0183250904083	-712.309801358	-921.349100855
0.0189020633698	-708.246466163	-1195.5275514
0.0194971561432	-935.949556231	-1411.50429806
0.0200760364532	-847.070546918	-3754.38032238
0.0206730365753	-1164.02433512	-3348.24584139
0.0212500095367	-972.052310579	-2962.96669651
0.0218341350555	-1252.14373443	-4452.0784457
0.0224130153656	-971.190181834	-3663.08247373
0.0230140686035	-714.273431565	-2947.48072944
0.0235950946808	-1425.76417175	-2888.75081187
0.0241749286652	-986.717322866	-2165.32955976
0.0247509479523	-464.313644163	-1535.95163153
0.0253300666809	-149.364544152	-957.546913194
0.0259070396423	127.740773921	-446.437616387
0.026486158371	214.405222188	-82.9322043207
0.027065038681	460.801764728	328.28670082
0.0276761054993	672.386890129	683.548316786
0.0282671451569	1044.25353488	1211.57990155
0.0288510322571	1147.77406518	1413.8367499
0.0294320583344	2004.71438599	1918.5970288
0.0306210517883	1880.49756175	1968.09972557
0.0312190055847	1760.32480743	1996.29731363
0.0317981243134	2462.73046355	3027.90691562
0.0323750972748	2153.85668305	2774.17593996
0.0330669879913	2339.65575282	4110.51810018
0.0336680412292	1971.16482676	3505.93407842
0.0342559814453	1733.57215206	4101.87574233
0.0348429679871	1413.48045221	3335.31242704
0.0354480743408	1149.70382597	2908.01470427
0.0360419750214	889.879597954	2239.5197481
0.036642074585	774.915732548	1985.25383457
0.0372331142426	544.115146677	1386.07401997
0.0378220081329	308.671147882	1016.08876254
0.0384140014648	139.697975131	525.359972937
0.0390031337738	-209.800337188	-833.067621652
0.0395929813385	-286.892867827	-969.082617536
0.0401811599731	-951.645535608	-2728.68446313
0.0407650470734	-860.365575723	-2411.688389
0.0413529872894	-1058.13820558	-3275.05883267
0.0419421195984	-912.948675547	-2726.9995013
0.0425281524658	-1591.3136284	-3122.52132247
0.0431430339813	-1280.46897308	-2467.23902607
0.0437400341034	-1409.38781989	-2196.48292622
0.0443329811096	-1071.45554664	-1607.54145902
0.0449180603027	-723.815705305	-1116.90128657
0.0458381175995	-476.823215585	-788.041040482
0.0464890003204	-268.901979786	-361.4173791
0.0470831394196	-92.7126957085	4.80484065007
0.0476710796356	-104.355103087	456.667567223
0.0482590198517	54.3062719397	683.010998296
0.0488531589508	703.098720419	1119.10810894
0.0494661331177	682.392410599	1204.60312329
0.0500600337982	1602.86664571	1786.91494851
0.0506451129913	1337.87010377	1694.74134523
0.0512499809265	1482.10519782	2019.75680485
0.0518419742584	1164.19246615	1813.61007255
0.0524499416351	1368.1290275	2899.72802213
0.053041934967	989.314904949	2401.5080198
0.0536301136017	848.19703921	3349.89281525
0.0542390346527	498.8369389	2603.05073001
0.0548300743103	200.068069758	2514.52989673
0.0554189682007	-74.9984465371	1783.2387
0.0560050010681	-295.338291809	1235.86208009
0.0565929412842	-509.387919675	645.404146917
0.0571811199188	-533.309040151	686.795447846
0.0577690601349	-729.178533468	108.383390417
